from_lon,from_lat,to_from,to_lat,duration
-73.961624,40.774368,-73.990562,40.771133,755.3
-73.961624,40.774368,-73.982864,40.767757,678.6
-73.961624,40.774368,-73.982712,40.767513,684.0
-73.961624,40.774368,-73.970655,40.760887,542.3
-73.961624,40.774368,-73.967468,40.760452,662.2
-73.961624,40.774368,-73.955315,40.782555,270.1
-73.961624,40.774368,-73.955093,40.780228,306.5
-73.961624,40.774368,-73.956032,40.773472,227.8
-73.961624,40.774368,-73.963753,40.768196,319.1
-73.961624,40.774368,-73.978531,40.756889,732.8
-73.961624,40.774368,-73.978545,40.756748,735.7
-73.954681,40.778942,-73.959991,40.775928,208.6
-73.954681,40.778942,-73.963959,40.807819,804.3
-73.954681,40.778942,-73.990562,40.771133,852.2
-73.954681,40.778942,-73.982864,40.767757,830.2
-73.954681,40.778942,-73.982712,40.767513,835.6
-73.954681,40.778942,-73.970655,40.760887,620.9
-73.954681,40.778942,-73.967468,40.760452,734.9
-73.954681,40.778942,-73.955315,40.782555,112.3
-73.954681,40.778942,-73.955093,40.780228,148.7
-73.954681,40.778942,-73.956032,40.773472,213.7
-73.954681,40.778942,-73.963753,40.768196,397.7
-73.954681,40.778942,-73.978531,40.756889,869.0
-73.954681,40.778942,-73.978545,40.756748,871.9
-73.952904,40.776581,-73.959991,40.775928,206.7
-73.952904,40.776581,-73.963959,40.807819,966.6
-73.952904,40.776581,-73.990562,40.771133,894.2
-73.952904,40.776581,-73.982864,40.767757,853.3
-73.952904,40.776581,-73.982712,40.767513,858.7
-73.952904,40.776581,-73.970655,40.760887,649.8
-73.952904,40.776581,-73.967468,40.760452,625.3
-73.952904,40.776581,-73.955315,40.782555,270.0
-73.952904,40.776581,-73.955093,40.780228,269.8
-73.952904,40.776581,-73.956032,40.773472,104.1
-73.952904,40.776581,-73.963753,40.768196,350.7
-73.952904,40.776581,-73.978531,40.756889,861.8
-73.952904,40.776581,-73.978545,40.756748,864.7
-73.978474,40.759205,-73.959991,40.775928,656.4
-73.978474,40.759205,-73.963959,40.807819,1242.5
-73.978474,40.759205,-73.990562,40.771133,678.6
-73.978474,40.759205,-73.982864,40.767757,744.5
-73.978474,40.759205,-73.982712,40.767513,749.9
-73.978474,40.759205,-73.970655,40.760887,322.0
-73.978474,40.759205,-73.967468,40.760452,441.9
-73.978474,40.759205,-73.955315,40.782555,790.7
-73.978474,40.759205,-73.955093,40.780228,827.1
-73.978474,40.759205,-73.956032,40.773472,723.7
-73.978474,40.759205,-73.963753,40.768196,585.4
-73.978474,40.759205,-73.978531,40.756889,101.3
-73.978474,40.759205,-73.978545,40.756748,104.2
-73.978241,40.757679,-73.959991,40.775928,670.2
-73.978241,40.757679,-73.963959,40.807819,1247.9
-73.978241,40.757679,-73.990562,40.771133,676.7
-73.978241,40.757679,-73.982864,40.767757,749.9
-73.978241,40.757679,-73.982712,40.767513,755.3
-73.978241,40.757679,-73.970655,40.760887,335.8
-73.978241,40.757679,-73.967468,40.760452,455.7
-73.978241,40.757679,-73.955315,40.782555,804.5
-73.978241,40.757679,-73.955093,40.780228,840.9
-73.978241,40.757679,-73.956032,40.773472,727.5
-73.978241,40.757679,-73.963753,40.768196,599.2
-73.978241,40.757679,-73.978531,40.756889,21.7
-73.978241,40.757679,-73.978545,40.756748,24.6
-73.991776,40.744263,-73.959991,40.775928,1221.1
-73.991776,40.744263,-73.963959,40.807819,1418.4
-73.991776,40.744263,-73.990562,40.771133,944.3
-73.991776,40.744263,-73.982864,40.767757,1010.2
-73.991776,40.744263,-73.982712,40.767513,1015.6
-73.991776,40.744263,-73.970655,40.760887,886.7
-73.991776,40.744263,-73.967468,40.760452,1006.6
-73.991776,40.744263,-73.955315,40.782555,1323.0
-73.991776,40.744263,-73.955093,40.780228,1303.0
-73.991776,40.744263,-73.956032,40.773472,1257.8
-73.991776,40.744263,-73.963753,40.768196,1150.1
-73.991776,40.744263,-73.978531,40.756889,619.4
-73.991776,40.744263,-73.978545,40.756748,622.3
-73.995415,40.745029,-73.959991,40.775928,1336.2
-73.995415,40.745029,-73.963959,40.807819,1280.8
-73.995415,40.745029,-73.990562,40.771133,804.4
-73.995415,40.745029,-73.982864,40.767757,939.1
-73.995415,40.745029,-73.982712,40.767513,944.5
-73.995415,40.745029,-73.970655,40.760887,967.1
-73.995415,40.745029,-73.967468,40.760452,1113.2
-73.995415,40.745029,-73.955315,40.782555,1298.8
-73.995415,40.745029,-73.955093,40.780228,1278.8
-73.995415,40.745029,-73.956032,40.773472,1233.6
-73.995415,40.745029,-73.963753,40.768196,1209.1
-73.995415,40.745029,-73.978531,40.756889,733.7
-73.995415,40.745029,-73.978545,40.756748,736.6
-73.992668,40.746607,-73.959991,40.775928,1227.2
-73.992668,40.746607,-73.963959,40.807819,1426.5
-73.992668,40.746607,-73.990562,40.771133,952.4
-73.992668,40.746607,-73.982864,40.767757,1018.3
-73.992668,40.746607,-73.982712,40.767513,1023.7
-73.992668,40.746607,-73.970655,40.760887,892.8
-73.992668,40.746607,-73.967468,40.760452,1012.7
-73.992668,40.746607,-73.955315,40.782555,1356.8
-73.992668,40.746607,-73.955093,40.780228,1336.8
-73.992668,40.746607,-73.956032,40.773472,1291.6
-73.992668,40.746607,-73.963753,40.768196,1156.2
-73.992668,40.746607,-73.978531,40.756889,627.5
-73.992668,40.746607,-73.978545,40.756748,630.4
-73.961624,40.774368,-73.991478,40.749952,1235.7
-73.961624,40.774368,-73.991486,40.749889,1237.2
-73.961624,40.774368,-73.984634,40.719101,1087.4
-73.961624,40.774368,-73.987267,40.719567,1112.7
-73.961624,40.774368,-73.980123,40.728678,1047.5
-73.961624,40.774368,-73.987346,40.719423,1111.6
-73.961624,40.774368,-73.980111,40.728567,1049.4
-73.961624,40.774368,-73.987678,40.719123,1123.0
-73.961624,40.774368,-73.980345,40.728842,1040.5
-73.954681,40.778942,-73.991478,40.749952,1334.6
-73.954681,40.778942,-73.991486,40.749889,1336.1
-73.954681,40.778942,-73.984634,40.719101,1043.5
-73.954681,40.778942,-73.987267,40.719567,1068.8
-73.954681,40.778942,-73.980123,40.728678,1003.6
-73.954681,40.778942,-73.987346,40.719423,1067.7
-73.954681,40.778942,-73.980111,40.728567,1005.5
-73.954681,40.778942,-73.987678,40.719123,1079.1
-73.954681,40.778942,-73.980345,40.728842,996.6
-73.952904,40.776581,-73.991478,40.749952,1225.0
-73.952904,40.776581,-73.991486,40.749889,1226.5
-73.952904,40.776581,-73.984634,40.719101,933.9
-73.952904,40.776581,-73.987267,40.719567,959.2
-73.952904,40.776581,-73.980123,40.728678,894.0
-73.952904,40.776581,-73.987346,40.719423,958.1
-73.952904,40.776581,-73.980111,40.728567,895.9
-73.952904,40.776581,-73.987678,40.719123,969.5
-73.952904,40.776581,-73.980345,40.728842,887.0
-73.978474,40.759205,-73.991478,40.749952,629.9
-73.978474,40.759205,-73.991486,40.749889,631.4
-73.978474,40.759205,-73.984634,40.719101,1134.1
-73.978474,40.759205,-73.987267,40.719567,1159.4
-73.978474,40.759205,-73.980123,40.728678,1094.2
-73.978474,40.759205,-73.987346,40.719423,1158.3
-73.978474,40.759205,-73.980111,40.728567,1096.1
-73.978474,40.759205,-73.987678,40.719123,1169.7
-73.978474,40.759205,-73.980345,40.728842,1087.2
-73.978241,40.757679,-73.991478,40.749952,550.3
-73.978241,40.757679,-73.991486,40.749889,551.8
-73.978241,40.757679,-73.984634,40.719101,1054.5
-73.978241,40.757679,-73.987267,40.719567,1079.8
-73.978241,40.757679,-73.980123,40.728678,1014.6
-73.978241,40.757679,-73.987346,40.719423,1078.7
-73.978241,40.757679,-73.980111,40.728567,1016.5
-73.978241,40.757679,-73.987678,40.719123,1090.1
-73.978241,40.757679,-73.980345,40.728842,1007.6
-73.991776,40.744263,-73.991478,40.749952,357.3
-73.991776,40.744263,-73.991486,40.749889,358.8
-73.991776,40.744263,-73.984634,40.719101,961.3
-73.991776,40.744263,-73.987267,40.719567,986.6
-73.991776,40.744263,-73.980123,40.728678,734.6
-73.991776,40.744263,-73.987346,40.719423,985.5
-73.991776,40.744263,-73.980111,40.728567,736.5
-73.991776,40.744263,-73.987678,40.719123,996.9
-73.991776,40.744263,-73.980345,40.728842,727.6
-73.995415,40.745029,-73.991478,40.749952,471.6
-73.995415,40.745029,-73.991486,40.749889,473.1
-73.995415,40.745029,-73.984634,40.719101,978.4
-73.995415,40.745029,-73.987267,40.719567,1003.7
-73.995415,40.745029,-73.980123,40.728678,742.9
-73.995415,40.745029,-73.987346,40.719423,1002.6
-73.995415,40.745029,-73.980111,40.728567,744.8
-73.995415,40.745029,-73.987678,40.719123,1014.0
-73.995415,40.745029,-73.980345,40.728842,735.9
-73.992668,40.746607,-73.991478,40.749952,365.4
-73.992668,40.746607,-73.991486,40.749889,366.9
-73.992668,40.746607,-73.984634,40.719101,987.3
-73.992668,40.746607,-73.987267,40.719567,1012.6
-73.992668,40.746607,-73.980123,40.728678,827.3
-73.992668,40.746607,-73.987346,40.719423,1011.5
-73.992668,40.746607,-73.980111,40.728567,829.2
-73.992668,40.746607,-73.987678,40.719123,1022.9
-73.992668,40.746607,-73.980345,40.728842,820.3
-73.990974,40.739803,-73.970974,40.785534,1306.4
-73.962158,40.773075,-73.970974,40.785534,368.0
-73.959991,40.775928,-73.970974,40.785534,341.6
-73.963959,40.807819,-73.970974,40.785534,698.6
-73.990562,40.771133,-73.970974,40.785534,569.6
-73.982864,40.767757,-73.970974,40.785534,515.3
-73.982712,40.767513,-73.970974,40.785534,509.9
-73.970655,40.760887,-73.970974,40.785534,787.3
-73.967468,40.760452,-73.970974,40.785534,667.4
-73.955315,40.782555,-73.970974,40.785534,374.2
-73.955093,40.780228,-73.970974,40.785534,327.5
-73.956032,40.773472,-73.970974,40.785534,384.5
-73.990974,40.739803,-73.961624,40.774368,1184.7
-73.990974,40.739803,-73.954681,40.778942,1217.8
-73.990974,40.739803,-73.952904,40.776581,1301.2
-73.990974,40.739803,-73.978474,40.759205,812.7
-73.990974,40.739803,-73.978241,40.757679,902.9
-73.990974,40.739803,-73.991776,40.744263,216.2
-73.990974,40.739803,-73.995415,40.745029,353.8
-73.990974,40.739803,-73.992668,40.746607,482.7
-73.990974,40.739803,-73.990974,40.739803,0.0
-73.990974,40.739803,-73.962158,40.773075,1141.2
-73.962158,40.773075,-73.961624,40.774368,43.5
-73.962158,40.773075,-73.954681,40.778942,233.0
-73.962158,40.773075,-73.952904,40.776581,265.3
-73.962158,40.773075,-73.978474,40.759205,850.3
-73.962158,40.773075,-73.978241,40.757679,674.7
-73.962158,40.773075,-73.991776,40.744263,1204.9
-73.962158,40.773075,-73.995415,40.745029,1371.6
-73.962158,40.773075,-73.992668,40.746607,1382.9
-73.962158,40.773075,-73.990974,40.739803,1159.2
-73.962158,40.773075,-73.962158,40.773075,0.0
-73.959991,40.775928,-73.961624,40.774368,113.6
-73.959991,40.775928,-73.954681,40.778942,154.3
-73.959991,40.775928,-73.952904,40.776581,201.6
-73.959991,40.775928,-73.978474,40.759205,912.9
-73.959991,40.775928,-73.978241,40.757679,737.3
-73.959991,40.775928,-73.991776,40.744263,1173.1
-73.959991,40.775928,-73.995415,40.745029,1339.8
-73.959991,40.775928,-73.992668,40.746607,1351.1
-73.959991,40.775928,-73.990974,40.739803,1127.4
-73.959991,40.775928,-73.962158,40.773075,193.8
-73.963959,40.807819,-73.961624,40.774368,961.2
-73.963959,40.807819,-73.954681,40.778942,907.2
-73.963959,40.807819,-73.952904,40.776581,998.2
-73.963959,40.807819,-73.978474,40.759205,1200.8
-73.963959,40.807819,-73.978241,40.757679,1249.8
-73.963959,40.807819,-73.991776,40.744263,1412.5
-73.963959,40.807819,-73.995415,40.745029,1298.2
-73.963959,40.807819,-73.992668,40.746607,1317.6
-73.963959,40.807819,-73.990974,40.739803,1479.3
-73.963959,40.807819,-73.962158,40.773075,1034.1
-73.990562,40.771133,-73.961624,40.774368,693.6
-73.990562,40.771133,-73.954681,40.778942,815.6
-73.990562,40.771133,-73.952904,40.776581,850.5
-73.990562,40.771133,-73.978474,40.759205,600.9
-73.990562,40.771133,-73.978241,40.757679,602.2
-73.990562,40.771133,-73.991776,40.744263,877.7
-73.990562,40.771133,-73.995415,40.745029,763.4
-73.990562,40.771133,-73.992668,40.746607,782.8
-73.990562,40.771133,-73.990974,40.739803,977.0
-73.990562,40.771133,-73.962158,40.773075,610.4
-73.982864,40.767757,-73.961624,40.774368,539.6
-73.982864,40.767757,-73.954681,40.778942,728.6
-73.982864,40.767757,-73.952904,40.776581,735.7
-73.982864,40.767757,-73.978474,40.759205,416.0
-73.982864,40.767757,-73.978241,40.757679,426.4
-73.982864,40.767757,-73.991776,40.744263,947.5
-73.982864,40.767757,-73.995415,40.745029,918.3
-73.982864,40.767757,-73.992668,40.746607,802.3
-73.982864,40.767757,-73.990974,40.739803,972.2
-73.982864,40.767757,-73.962158,40.773075,496.1
-73.982712,40.767513,-73.961624,40.774368,534.2
-73.982712,40.767513,-73.954681,40.778942,723.2
-73.982712,40.767513,-73.952904,40.776581,730.3
-73.982712,40.767513,-73.978474,40.759205,410.6
-73.982712,40.767513,-73.978241,40.757679,421.0
-73.982712,40.767513,-73.991776,40.744263,942.1
-73.982712,40.767513,-73.995415,40.745029,912.9
-73.982712,40.767513,-73.992668,40.746607,796.9
-73.982712,40.767513,-73.990974,40.739803,966.8
-73.982712,40.767513,-73.962158,40.773075,490.7
-73.970655,40.760887,-73.961624,40.774368,461.2
-73.970655,40.760887,-73.954681,40.778942,541.6
-73.970655,40.760887,-73.952904,40.776581,545.8
-73.970655,40.760887,-73.978474,40.759205,535.8
-73.970655,40.760887,-73.978241,40.757679,381.3
-73.970655,40.760887,-73.991776,40.744263,896.1
-73.970655,40.760887,-73.995415,40.745029,1141.6
-73.970655,40.760887,-73.992668,40.746607,1047.0
-73.970655,40.760887,-73.990974,40.739803,889.8
-73.970655,40.760887,-73.962158,40.773075,417.7
-73.967468,40.760452,-73.961624,40.774368,362.6
-73.967468,40.760452,-73.954681,40.778942,421.7
-73.967468,40.760452,-73.952904,40.776581,425.9
-73.967468,40.760452,-73.978474,40.759205,683.2
-73.967468,40.760452,-73.978241,40.757679,524.2
-73.967468,40.760452,-73.991776,40.744263,994.8
-73.967468,40.760452,-73.995415,40.745029,1229.1
-73.967468,40.760452,-73.992668,40.746607,1134.5
-73.967468,40.760452,-73.990974,40.739803,1016.7
-73.967468,40.760452,-73.962158,40.773075,319.1
-73.955315,40.782555,-73.961624,40.774368,250.3
-73.955315,40.782555,-73.954681,40.778942,155.5
-73.955315,40.782555,-73.952904,40.776581,266.3
-73.955315,40.782555,-73.978474,40.759205,1178.8
-73.955315,40.782555,-73.978241,40.757679,874.0
-73.955315,40.782555,-73.991776,40.744263,1285.0
-73.955315,40.782555,-73.995415,40.745029,1451.7
-73.955315,40.782555,-73.992668,40.746607,1463.0
-73.955315,40.782555,-73.990974,40.739803,1239.3
-73.955315,40.782555,-73.962158,40.773075,353.5
-73.955093,40.780228,-73.961624,40.774368,222.4
-73.955093,40.780228,-73.954681,40.778942,59.8
-73.955093,40.780228,-73.952904,40.776581,170.6
-73.955093,40.780228,-73.978474,40.759205,1021.7
-73.955093,40.780228,-73.978241,40.757679,846.1
-73.955093,40.780228,-73.991776,40.744263,1237.1
-73.955093,40.780228,-73.995415,40.745029,1403.8
-73.955093,40.780228,-73.992668,40.746607,1415.1
-73.955093,40.780228,-73.990974,40.739803,1191.4
-73.955093,40.780228,-73.962158,40.773075,257.8
-73.956032,40.773472,-73.961624,40.774368,148.4
-73.956032,40.773472,-73.954681,40.778942,146.1
-73.956032,40.773472,-73.952904,40.776581,150.3
-73.956032,40.773472,-73.978474,40.759205,930.6
-73.956032,40.773472,-73.978241,40.757679,765.8
-73.956032,40.773472,-73.991776,40.744263,1036.8
-73.956032,40.773472,-73.995415,40.745029,1203.5
-73.956032,40.773472,-73.992668,40.746607,1214.8
-73.956032,40.773472,-73.990974,40.739803,991.1
-73.956032,40.773472,-73.962158,40.773075,188.0
-73.990974,40.739803,-73.959991,40.775928,1219.9
-73.990974,40.739803,-73.963959,40.807819,1374.5
-73.990974,40.739803,-73.990562,40.771133,898.1
-73.990974,40.739803,-73.982864,40.767757,1063.0
-73.990974,40.739803,-73.982712,40.767513,1068.4
-73.990974,40.739803,-73.970655,40.760887,885.5
-73.990974,40.739803,-73.967468,40.760452,1005.4
-73.990974,40.739803,-73.955315,40.782555,1224.7
-73.990974,40.739803,-73.955093,40.780228,1204.7
-73.990974,40.739803,-73.956032,40.773472,1159.5
-73.990974,40.739803,-73.963753,40.768196,1135.0
-73.990974,40.739803,-73.978531,40.756889,835.6
-73.990974,40.739803,-73.978545,40.756748,838.5
-73.962158,40.773075,-73.959991,40.775928,78.7
-73.962158,40.773075,-73.963959,40.807819,926.2
-73.962158,40.773075,-73.990562,40.771133,754.6
-73.962158,40.773075,-73.982864,40.767757,677.9
-73.962158,40.773075,-73.982712,40.767513,683.3
-73.962158,40.773075,-73.970655,40.760887,448.3
-73.962158,40.773075,-73.967468,40.760452,517.6
-73.962158,40.773075,-73.955315,40.782555,213.0
-73.962158,40.773075,-73.955093,40.780228,249.4
-73.962158,40.773075,-73.956032,40.773472,168.1
-73.962158,40.773075,-73.963753,40.768196,178.7
-73.962158,40.773075,-73.978531,40.756889,696.4
-73.962158,40.773075,-73.978545,40.756748,699.3
-73.959991,40.775928,-73.959991,40.775928,0.0
-73.959991,40.775928,-73.963959,40.807819,833.7
-73.959991,40.775928,-73.990562,40.771133,762.8
-73.959991,40.775928,-73.982864,40.767757,721.9
-73.959991,40.775928,-73.982712,40.767513,727.3
-73.959991,40.775928,-73.970655,40.760887,510.9
-73.959991,40.775928,-73.967468,40.760452,591.3
-73.959991,40.775928,-73.955315,40.782555,134.3
-73.959991,40.775928,-73.955093,40.780228,170.7
-73.959991,40.775928,-73.956032,40.773472,136.3
-73.959991,40.775928,-73.963753,40.768196,252.4
-73.959991,40.775928,-73.978531,40.756889,759.0
-73.959991,40.775928,-73.978545,40.756748,761.9
-73.963959,40.807819,-73.959991,40.775928,941.1
-73.963959,40.807819,-73.963959,40.807819,0.0
-73.963959,40.807819,-73.990562,40.771133,750.9
-73.963959,40.807819,-73.982864,40.767757,927.4
-73.963959,40.807819,-73.982712,40.767513,932.8
-73.963959,40.807819,-73.970655,40.760887,1232.1
-73.963959,40.807819,-73.967468,40.760452,1324.8
-73.963959,40.807819,-73.955315,40.782555,859.6
-73.963959,40.807819,-73.955093,40.780228,877.8
-73.963959,40.807819,-73.956032,40.773472,1023.1
-73.963959,40.807819,-73.963753,40.768196,1125.5
-73.963959,40.807819,-73.978531,40.756889,1271.5
-73.963959,40.807819,-73.978545,40.756748,1274.4
-73.990562,40.771133,-73.959991,40.775928,671.3
-73.990562,40.771133,-73.963959,40.807819,637.7
-73.990562,40.771133,-73.990562,40.771133,0.0
-73.990562,40.771133,-73.982864,40.767757,199.2
-73.990562,40.771133,-73.982712,40.767513,204.6
-73.990562,40.771133,-73.970655,40.760887,584.5
-73.990562,40.771133,-73.967468,40.760452,677.2
-73.990562,40.771133,-73.955315,40.782555,792.5
-73.990562,40.771133,-73.955093,40.780228,810.7
-73.990562,40.771133,-73.956032,40.773472,753.3
-73.990562,40.771133,-73.963753,40.768196,618.1
-73.990562,40.771133,-73.978531,40.756889,623.9
-73.990562,40.771133,-73.978545,40.756748,626.8
-73.982864,40.767757,-73.959991,40.775928,574.8
-73.982864,40.767757,-73.963959,40.807819,876.6
-73.982864,40.767757,-73.990562,40.771133,298.0
-73.982864,40.767757,-73.982864,40.767757,0.0
-73.982864,40.767757,-73.982712,40.767513,5.4
-73.982864,40.767757,-73.970655,40.760887,426.6
-73.982864,40.767757,-73.967468,40.760452,501.4
-73.982864,40.767757,-73.955315,40.782555,709.1
-73.982864,40.767757,-73.955093,40.780228,745.5
-73.982864,40.767757,-73.956032,40.773472,645.9
-73.982864,40.767757,-73.963753,40.768196,503.8
-73.982864,40.767757,-73.978531,40.756889,448.1
-73.982864,40.767757,-73.978545,40.756748,451.0
-73.982712,40.767513,-73.959991,40.775928,569.4
-73.982712,40.767513,-73.963959,40.807819,871.2
-73.982712,40.767513,-73.990562,40.771133,292.6
-73.982712,40.767513,-73.982864,40.767757,259.0
-73.982712,40.767513,-73.982712,40.767513,0.0
-73.982712,40.767513,-73.970655,40.760887,421.2
-73.982712,40.767513,-73.967468,40.760452,496.0
-73.982712,40.767513,-73.955315,40.782555,703.7
-73.982712,40.767513,-73.955093,40.780228,740.1
-73.982712,40.767513,-73.956032,40.773472,640.5
-73.982712,40.767513,-73.963753,40.768196,498.4
-73.982712,40.767513,-73.978531,40.756889,442.7
-73.982712,40.767513,-73.978545,40.756748,445.6
-73.970655,40.760887,-73.959991,40.775928,496.4
-73.970655,40.760887,-73.963959,40.807819,1257.2
-73.970655,40.760887,-73.990562,40.771133,678.6
-73.970655,40.760887,-73.982864,40.767757,751.8
-73.970655,40.760887,-73.982712,40.767513,757.2
-73.970655,40.760887,-73.970655,40.760887,0.0
-73.970655,40.760887,-73.967468,40.760452,119.9
-73.970655,40.760887,-73.955315,40.782555,630.7
-73.970655,40.760887,-73.955093,40.780228,650.4
